isbn,title,author,year
1481268503,Sometimes Never,Cheryl McIntyre,2012
446615129,Skinny Dip,Carl Hiaasen,2004
399156828,Zero History,William Gibson,2010
743421922,Look to Windward,Iain M. Banks,2000
374292086,Wolf in White Van,John Darnielle,2014
1579126286,Evil Under the Sun,Agatha Christie,1941
1439178232,Forget You,Jennifer Echols,2010
071956896X,Sea of Poppies,Amitav Ghosh,2008
439700884,Lady Friday,Garth Nix,2007
425181103,Phantoms,Dean Koontz,1983
006008216X,Get Shorty,Elmore Leonard,1990
312359667,Raven Black,Ann Cleeves,2006
345457374,The Bonesetter's Daughter,Amy Tan,2001
385333137,Black and Blue,Anna Quindlen,1998
752885170,Dexter by Design,Jeff Lindsay,2008
9580469717,Aura,Carlos Fuentes,1962
312650086,Enclave,Ann Aguirre,2011
743474171,Perfect,Judith McNaught,1993
316134023,Daughter of Smoke & Bone,Laini Taylor,2011
345418972,Sphere,Michael Crichton,1987
030720961X,Sahara,Clive Cussler,1992
055215430X,Night Watch,Terry Pratchett,2002
441016154,Cry Wolf,Patricia Briggs,2008
60935472,Old Yeller,Fred Gipson,1956
743298853,The Book of Lost Things,John Connolly,2006
62277022,LaRose,Louise Erdrich,2016
61477958,House of Many Ways,Diana Wynne Jones,2008
842335722,Leota's Garden,Francine Rivers,1999
385732562,Gathering Blue,Lois Lowry,2000
752815393,Guilty as Sin (Deer Lake #2),Tami Hoag,1996
1616201320,The Art Forger,B.A. Shapiro,2012
684823780,Mere Christianity,C.S. Lewis,1952
399157689,Stolen Prey,John Sandford,2012
316099759,The Matchmaker,Elin Hilderbrand,2014
385504225,The Lost Symbol,Dan Brown,2009
1439102767,The Storyteller,Jodi Picoult,2013
804177996,Black-Eyed Susans,Julia Heaberlin,2015
439703700,Grim Tuesday,Garth Nix,2004
62310712,King's Cage,Victoria Aveyard,2017
1400032814,Diary,Chuck Palahniuk,2003
1484715772,Passenger,Alexandra Bracken,2016
688040748,A Chair for My Mother ,Vera B. Williams,1982
62430211,The Kept Woman,Karin Slaughter,2016
345540875,The Life List,Lori Nelson Spielman,2013
006197806X,Pandemonium,Lauren Oliver,2012
393327345,Fight Club,Chuck Palahniuk,1996
802132219,Train to Pakistan,Khushwant Singh,1956
385344414,Burned,Karen Marie Moning,2015
140115854,Moon Palace,Paul Auster,1989
340936150,My Booky Wook,Russell Brand,2007
7288387,I Heart New York,Lindsey Kelk,2009
9792230300,Autumn in Paris,Ilana Tan,2007
330517090,Imperial Bedrooms,Bret Easton Ellis,2010
144477851X,Angelfall,Susan Ee,2011
671729462,My Sweet Audrina,V.C. Andrews,1982
061858532X,A Certain Slant of Light,Laura Whitcomb,2005
60531827,Airborn,Kenneth Oppel,2004
439846803,The Stonekeeper,Kazu Kibuishi,2008
547887205,"Son (The Giver, #4)",Lois Lowry,2012
60002492,Amazonia,James Rollins,2002
1594202249,Inherent Vice,Thomas Pynchon,2009
1455531189,You'll Grow Out of It,Jessi Klein,2016
99468387,The Cement Garden,Ian McEwan,1978
312605382,Married By Morning,Lisa Kleypas,2010
1416584080,Just After Sunset,Stephen King,2008
1444736930,The Abduction,John Grisham,2010
385524927,While My Sister Sleeps,Barbara Delinsky,2009
808516965,Anne of Windy Poplars,L.M. Montgomery,1936
375753141,Main Street,Sinclair Lewis,1920
6486010,Fool's Errand,Robin Hobb,2001
014100018X,Chocolat,Joanne Harris,1998
340893605,Incarceron,Catherine Fisher,2007
140227663X,The Firebird,Susanna Kearsley,2013
1476702993,The House We Grew Up In,Lisa Jewell,2013
671037706,Dandelion Wine,Ray Bradbury,1957
61054887,The Dispossessed,Ursula K. Le Guin,1974
345419634,The Tale of the Body Thief,Anne Rice,1992
451212452,Back Roads,Tawni O'Dell,1999
965913228,Oracle Night,Paul Auster,2004
159514319X,The Indigo Spell,Richelle Mead,2013
451452313,Better Than Life,Grant Naylor,1990
553381644,The Mammoth Hunters,Jean M. Auel,1985
765378558,Shadows of Self,Brandon Sanderson,2015
1402245858,Hot Ticket,Olivia Cunning,2013
670024783,The Invention of Wings,Sue Monk Kidd,2014
61043575,Whose Body?,Dorothy L. Sayers,1923
034089699X,Us,David Nicholls,2014
375856110,Inheritance,Christopher Paolini,2011
141654383X,The Last Patriot,Brad Thor,2008
425175405,Black Notice,Patricia Cornwell,1999
345479726,Until I Find You,John Irving,2005
62114611,Tiger Lily,Jodi Lynn Anderson,2012
99282194,The Human Stain,Philip Roth,2000
553271369,The Lords of Discipline,Pat Conroy,1980
147677143X,Finding Cinderella,Colleen Hoover,2013
044024191X,Shopaholic and Sister,Sophie Kinsella,2004
812521390,The Black Company,Glen Cook,1984
399171622,The Rose & the Dagger,Renee Ahdieh,2016
786943408,The Orc King,R.A. Salvatore,2007
374299102,Home,Marilynne Robinson,2008
843949945,Dark Guardian,Christine Feehan,2002
159562015X,Strengths Finder 2.0,Tom Rath,2007
3822859710,Edvard Munch,Ulrich Bischoff,1990
753819481,The Temple of My Familiar,Alice Walker,1989
385721420,Three Junes,Julia Glass,2002
312286252,Contest,Matthew Reilly,1996
174275001X,A Cup of Friendship,Deborah Rodriguez,2011
152061548,Life As We Knew It,Susan Beth Pfeffer,2006
450610098,Nightmares & Dreamscapes ,Stephen King,1993
62310666,Glass Sword,Victoria Aveyard,2016
1582433224,A Complicated Kindness,Miriam Toews,2004
747545251,Psycho,Robert Bloch,1959
752876872,The Glass Lake,Maeve Binchy,1994
843391426X,Hollywood,Charles Bukowski,1989
1595148035,An Ember in the Ashes,Sabaa Tahir,2015
553576798,The Other Daughter,Lisa Gardner,1999
055380717X,Never Look Away,Linwood Barclay,2010
451464966,Written in Red,Anne Bishop,2013
312362080,One for the Money,Janet Evanovich,1994
812967259,The Lost World ,Arthur Conan Doyle,1912
857522272,Raising Steam,Terry Pratchett,2013
553271989,The Odessa File,Frederick Forsyth,1972
753821788,Salmon Fishing in the Yemen,Paul Torday,2006
380732238,Junk,Melvin Burgess,1996
515130389,Carolina Moon,Nora Roberts,2000
345547497,Cop Town,Karin Slaughter,2014
159474758X,Library of Souls ,Ransom Riggs,2015
515130974,The Visitor,Lee Child,2000
307959945,The Dog Stars,Peter Heller,2012
1301786454,Music of the Heart,Katie Ashley,2013
517548233,Economics in One Lesson,Henry Hazlitt,1946
802714625,Longitude,"Dava Sobel, Neil Armstrong",1995
1891830430,Blankets,Craig Thompson,2003
399154221,The Secret Servant,Daniel Silva,2007
62083392,After I'm Gone,Laura Lippman,2014
1581345283,This Present Darkness,Frank E. Peretti,1986
057507681X,A Scanner Darkly ,Philip K. Dick,1977
316075558,The Black Prism,Brent Weeks,2010
1594487014,The Chaperone,Laura Moriarty,2012
451462807,Skinwalker,Faith Hunter,2009
441016383,Princeps' Fury,Jim Butcher,2008
64407330,Abarat,Clive Barker,2002
1250021529,If You Find Me,Emily Murdoch,2013
385518684,The Secret Between Us,Barbara Delinsky,2008
399171088,The Collector,Nora Roberts,2014
425256855,Emperor of Thorns,Mark  Lawrence,2013
030795871X,The Engagements,J. Courtney Sullivan,2013
446679089,Plum Island,Nelson DeMille,1997
1595541896,The Oath,Frank E. Peretti,1995
345435753,Morgawr ,Terry Brooks,2002
440235162,The Smoke Jumper,Nicholas Evans,2001
60082097,Mortal Engines,Philip Reeve,2001
553381571,The Water is Wide,Pat Conroy,1969
439636485,Private Peaceful,Michael Morpurgo,2003
307393879,The Red Garden,Alice Hoffman,2011
778322335,A Perfect Evil,Alex Kava,2000
590554085,Sandry's Book,Tamora Pierce,1997
033039780X,Forever . . .,Judy Blume,1975
446675369,"Bless Me, Ultima",Rudolfo Anaya,1972
553241605,Mila 18,Leon Uris,1961
1937044963,The Marriage Bargain,Jennifer Probst,2012
615487424,Requiem (Providence #2),Jamie McGuire,2011
316216852,The Shining Girls,Lauren Beukes,2013
505524473,Dark Fire,Christine Feehan,2001
60531258,On the Way to Wedding,Julia Quinn,2006
142003808,Drop City,"T.C. Boyle, Richard Poe",2003
1484724984,Star Wars: Lost Stars,Claudia Gray,2015
034537472X,The Sapphire Rose ,David Eddings,1991
385339690,The Runaway Jury,John Grisham,1996
051722285X,The Shell Seekers,Rosamunde Pilcher,1987
553582895,Dark Rivers of the Heart,Dean Koontz,1994
439436567,Drowned Wednesday,Garth Nix,2004
552143545,Until You,Judith McNaught,1994
440235596,Tara Road,Maeve Binchy,1998
1423102282,Revelations,Melissa de la Cruz,2008
345376048,The Feast of All Saints,Anne Rice,1979
425178102,Big Trouble,Dave Barry,1999
393068579,Stitches: A Memoir,David Small,2009
1501105434,A Window Opens,Elisabeth Egan,2015
60725141,Darkest Hour,Meg Cabot,2001
1442429984,Blood Red Road ,Moira Young,2011
486275507,Mountain Interval,Robert Frost,1916
765328542,Fuzzy Nation,John Scalzi,2011
670026190,A Gentleman in Moscow,Amor Towles,2016
425259862,Shadow Spell,Nora Roberts,2014
345531485,The Skull Throne,Peter V. Brett,2015
345522028,Songs of Willow Frost,Jamie Ford,2013
1606840584,The Lost Saint,Bree Despain,2010
62071041,Partials,Dan Wells,2012
380730367,Prayers for Rain ,Dennis Lehane,1999
425256766,Fire Touched,Patricia Briggs,2016
1482658143,A Different Blue,Amy Harmon,2013
006085202X,Queen of Babble Gets Hitched,Meg Cabot,2008
425212866,Slave to Sensation,Nalini Singh,2006
399171614,The Wrath & the Dawn,Renee Ahdieh,2015
078681859X,The Amulet of Samarkand,Jonathan Stroud,2003
812532597,The Memory of Earth,Orson Scott Card,1992
9799822939,Supernova: Petir,Dee Lestari,2004
765304740,Children of the Mind,Orson Scott Card,1996
679744398,All the Pretty Horses,Cormac McCarthy,1992
765349655,Tyrannosaur Canyon,Douglas Preston,2005
439670209,The Akhenaten Adventure,P.B. Kerr,2004
64471837,Sabriel,Garth Nix,1995
61214655,Wicked Lovely ,Melissa Marr,2007
330425781,Graffiti Moon,Cath Crowley,2010
60577312,Magyk,Angie Sage,2005
385540353,The Heart Goes Last,Margaret Atwood,2015
1589190645,"These High, Green Hills",Jan Karon,1995
743222253,Living History,Hillary Rodham Clinton,2003
1420925539,A Study in Scarlet,Arthur Conan Doyle,1887
1595541217,Monster,Frank E. Peretti,2005
440246113,Deeper than Midnight,Lara Adrian,2011
670018864,The Likeness,Tana French,2008
812978188,Ragtime,E.L. Doctorow,1974
1416990674,Second Chance Summer,Morgan Matson,2012
679747192,Cities of the Plain ,Cormac McCarthy,1996
1250044650,Heartless,Marissa Meyer,2016
1846687756,Half Blood Blues,Esi Edugyan,2011
886777631,City of Golden Shadow,Tad Williams,1996
3401063472,Saphirblau,Kerstin Gier,2010
671027387,Deception Point,Dan Brown,2001
425161242,Chromosome 6,Robin Cook,1997
310241634,Christy,Catherine Marshall,1967
62414216,The Nest,Cynthia D'Aprix Sweeney,2016
61340634,Run,Ann Patchett,2007
1632168146,Memory,Doug Lloyd,2015
670070297,On the Jellicoe Road,Melina Marchetta,2006
380776162,Lord of Scoundrels,Loretta Chase,1995
698410424,Rebel of the Sands,Alwyn Hamilton,2016
1842430343,Skinny Legs and All,Tom Robbins,1990
399154485,T is for Trespass ,Sue Grafton,2007
62026488,The Girl of Fire and Thorns,Rae Carson,2011
670038601,In the Woods,Tana French,2007
312857063,Stone of Tears,Terry Goodkind,1995
1408852594,The Assassin's Blade,Sarah J. Maas,2014
61935107,Vanish,Sophie Jordan,2011
312655452,A Trick of the Light,Louise Penny,2011
192750968,Beezus and Ramona,Beverly Cleary,1955
765333511,The Human Division,John Scalzi,2013
1563054426,Barnyard Dance,Sandra Boynton,1993
843956534,Dark Desire,Christine Feehan,1999
184724954X,Cleopatra's Daughter,Michelle Moran,2009
425100650,Twilight Eyes,Dean Koontz,1984
451222350,Lover Unbound,J.R. Ward,2007
618485228,The Namesake,Jhumpa Lahiri,2003
312426216,Pardonable Lies,Jacqueline Winspear,2005
1416968237,The Summer I Turned Pretty,Jenny Han,2009
440234743,The Testament,John Grisham,1999
812505182,The Magic of Recluce,L.E. Modesitt Jr.,1991
385340117,The Year of Fog,Michelle Richmond,2006
425243915,Archangel's Blade,Nalini Singh,2011
078683661X,SilverFin,Charlie Higson,2005
1439136823,Lothaire,Kresley Cole,2012
038039586X,Watership Down,Richard Adams,1972
689865198,"Crank (Crank, #1)",Ellen Hopkins,2004
345418468,The Wounded Land,Stephen R. Donaldson,1979
451528824,Anne of Green Gables,L.M. Montgomery,1908
141321318,The Eternity Code,Eoin Colfer,2003
739439065,Key of Knowledge,Nora Roberts,2003
1501126229,Lily and the Octopus,Steven  Rowley,2016
440174244,"Rich Man, Poor Man",Irwin Shaw,1969
380809060,The Great Book of Amber,Roger Zelazny,1999
553807250,Love You More,Lisa Gardner,2011
374104115,Acceptance,Jeff VanderMeer,2014
515137111,Birthright,Nora Roberts,2003
1400068096,Open City,Teju Cole,2011
446550000,Roses,Leila Meacham,2010
517053616,The Complete Works,William Shakespeare,1623
125000098X,Best Kept Secret,Jeffrey Archer,2013
1416543686,The Lions of Lucerne,Brad Thor,2002
043402080X,The Magician King,Lev Grossman,2011
098836946X,One Week Girlfriend,Monica  Murphy,2013
62351206,The Queen,Kiera Cass,2014
62026542,The Bitter Kingdom,Rae Carson,2013
033041836X,Lucky,Alice Sebold,1999
743482867,Lucky,Jackie Collins,1985
140278404X,Tiger's Quest,Colleen Houck,2011
446607711,The Simple Truth,David Baldacci,1998
62068520,A Rogue by Any Other Name,Sarah MacLean,2012
1501129740,End of Watch,Stephen King,2016
60928417,La lenteur,"Milan Kundera, Linda Asher",1995
843955848,The Colorado Kid,Stephen King,2005
316229296,The Fifth Season,N.K. Jemisin,2015
6551815,'Tis: A Memoir,Frank McCourt,1999
751531219,The Gold Coast,Nelson DeMille,1990
380718340,Cruel & Unusual,Patricia Cornwell,1993
399163840,X,Sue Grafton,2015
786286806,Valley of Silence,Nora Roberts,2006
1423368991,Happy Ever After,Nora Roberts,2010
345478991,The Faithful Spy,Alex Berenson,2006
439443822,Rules,Cynthia Lord,2006
435122118,Z for Zachariah,Robert C. O'Brien,1974
044661162X,Chasing the Dime,Michael Connelly,2002
1401324029,Naked Heat,Richard Castle,2010
1439142009,The Flamethrowers,Rachel Kushner,2013
425176088,Airport,Arthur Hailey,1968
452297648,The House at Tyneford,Natasha Solomons,2011
486424545,Howards End,E.M. Forster,1910
802136680,This Boy's Life: A Memoir,Tobias Wolff,1989
62327186,Dumplin',Julie   Murphy,2015
451213203,Just One Look,Harlan Coben,2004
312981260,Temple,Matthew Reilly,1999
312377630,Plum Lucky ,Janet Evanovich,2008
452284694,The Gunslinger,Stephen King,1982
440222702,Back Spin,Harlan Coben,1997
345528204,Fallen,Karin Slaughter,2011
446573019,Zero Day,David Baldacci,2011
1416593381,Revenge of the Spellmans,Lisa Lutz,2009
61043494,Gaudy Night,Dorothy L. Sayers,1935
345504968,The Passage,Justin Cronin,2010
1423118243,The Exiled Queen,Cinda Williams Chima,2010
62333003,The Bookseller,Cynthia Swanson,2015
316126691,The Art of Fielding,Chad Harbach,2011
1405204664,Le Roi Babar,Jean de Brunhoff,1933
399153721,Angels Fall,Nora Roberts,2006
067973371X,Means of Ascent ,Robert A. Caro,1990
743219600,Shroud for a Nightingale,P.D. James,1971
778314472,The Wanderer,Robyn Carr,2013
345434811,The Last Full Measure,Jeff Shaara,1991
312934335,Unleash the Night,Sherrilyn Kenyon,2005
60580674,Sandstorm,James Rollins,2004
399162410,The 5th Wave,Rick Yancey,2013
1595540210,Black 1. The Birth of Evil,Ted Dekker,2003
1846057647,Kill Alex Cross,James Patterson,2011
425162443,The Rapture of Canaan,Sheri Reynolds,1995
385339089,The Client,John Grisham,1993
689865392,Pretties,Scott Westerfeld,2005
440242940,Outlander,Diana Gabaldon,1991
2266071289,Sleepers,Lorenzo Carcaterra,1995
547959214,Graduation Day,Joelle Charbonneau,2014
571242448,The Private Patient,P.D. James,2008
1590387422,Rise of the Evening Star,Brandon Mull,2006
1577314808,The Power of Now,Eckhart Tolle,1997
316058254,A Mango-Shaped Space,Wendy Mass,2005
380815575,The Viscount Who Loved Me,Julia Quinn,2000
1409521966,Angel ,L.A. Weatherly,2010
1423176375,All Our Yesterdays,Cristin Terrill,2013
385491034,The Robber Bride,Margaret Atwood,1993
1501141511,Born to Run,Bruce Springsteen,2016
743297318,"Look Homeward, Angel",Thomas Wolfe,1929
312368461,Heartsick,Chelsea Cain,2007
140003003X,My Life,Bill Clinton,2004
385498802,Bee Season,Myla Goldberg,2000
042520040X,Generation Kill,Evan Wright,2004
553808036,Innocence,Dean Koontz,2013
553807226,The Peach Keeper ,Sarah Addison Allen,2011
440241812,Shopaholic Abroad,Sophie Kinsella,2001
1594745765,The Last Policeman,Ben H. Winters,2012
000675399X,The Sword in the Stone,T.H. White,1938
525945563,Red Dragon,Thomas Harris,1981
316211338,Tigers in Red Weather,Liza Klaussmann,2012
1455581127,Mean Streak,Sandra Brown,2014
1400069629,Delicious!,Ruth Reichl,2014
142004030,Lost in a Good Book,Jasper Fforde,2002
1937007588,Magic Rises,Ilona Andrews,2013
743460529,Daddy's Little Girl,Mary Higgins Clark,2002
553296124,Heir to the Empire,Timothy Zahn,1991
1451649916,MacRieve,Kresley Cole,2013
349119759,SantaLand Diaries,David Sedaris,1998
786891084,Where Rainbows End,Cecelia Ahern,2004
60521600,Ice Hunt,James Rollins,2003
440236169,Birdman,Mo Hayder,1999
224097377,Sweet Tooth,Ian McEwan,2012
1423121287,Misguided Angel,Melissa de la Cruz,2010
553279718,The Uplift War,David Brin,1987
439436575,Sir Thursday,Garth Nix,2006
61458570,Big Brother,Lionel Shriver,2013
345367693,The Diamond Throne,David Eddings,1989
394726413,"Bright Lights, Big City",Jay McInerney,1984
045052468X,The Dark Half,Stephen King,1989
62071165,Everbound,Brodi Ashton,2013
751534552,Legally Blonde,Amanda Brown,2001
670064181,The Orenda,Joseph Boyden,2013
1480118516,Silence,Natasha Preston,2012
006441034X,Howl's Moving Castle,Diana Wynne Jones,1986
802141900,Reservation Blues,Sherman Alexie,1995
765350378,Elantris,Brandon Sanderson,2005
307348245,Cujo,Stephen King,1981
045147516X,The Beast,J.R. Ward,2016
1416524525,The Dark Tower,Stephen King,2004
1416984488,The Monstrumologist,Rick Yancey,2009
593053893,Remember Me?,Sophie Kinsella,2008
61941026,We Are Water,Wally Lamb,2013
178089015X,Hope to Die,James Patterson,2014
1455549002,The Edge of Always,J.A. Redmerski,2013
451236718,Black Dawn,Rachel Caine,2012
1566195764,Die Traumdeutung,Sigmund Freud,1899
812998685,Slade House,David Mitchell,2015
671727796,The Color Purple,Alice Walker,1982
080417766X,Aftermath,Chuck Wendig,2015
385742371,Starters,Lissa Price,2012
6480098,Assassin's Apprentice,Robin Hobb,1995
374104093,Annihilation,Jeff VanderMeer,2014
553572393,Green Mars,Kim Stanley Robinson,1994
142409863,Book of Shadows,Cate Tiernan,2001
440184622,Tai-Pan,James Clavell,1966
068483376X,Succulent Wild Woman,S.A.R.K.,1997
1250039819,Shotgun Lovesongs,Nickolas Butler,2014
312980140,Seven Up,Janet Evanovich,2001
399159312,Silken Prey,John Sandford,2013
60723513,Mutant Message Down Under,Marlo Morgan,1990
440237556,The Dark Highlander,Karen Marie Moning,2002
340796189,Five Go to Smuggler's Top,Enid Blyton,1942
143038095,The Joy Luck Club,Amy Tan,1989
752858637,The Matlock Paper,Robert Ludlum,1973
763622591,Feed,M.T. Anderson,2002
345348664,The Illearth War,Stephen R. Donaldson,1977
61969559,I Am Number Four,Pittacus Lore,2010
385524986,Not My Daughter,Barbara Delinsky,2009
553278118,Doctors,Erich Segal,1988
62014552,Panic,Lauren Oliver,2014
316010367,All He Ever Wanted,Anita Shreve,2003
1439192987,Black List,Brad Thor,2012
316014532,Story of a Girl,Sara Zarr,2007
037581468X,Terrier,Tamora Pierce,2006
316769029,Franny and Zooey,J.D. Salinger,1961
340752459,September,Rosamunde Pilcher,1990
385341067,Mister Pip,Lloyd Jones,2006
345470583,xxxHOLiC #1,"CLAMP, William Flanagan",2003
886774012,Magic's Promise,Mercedes Lackey,1990
222109073X,Hell's Angels,Hunter S. Thompson,1966
1857231031,Wizard at Large ,Terry Brooks,1987
039925644X,The Lions of Little Rock,Kristin Levine,2012
184416294X,Horus Rising,Dan Abnett,2006
307957241,Hallucinations,Oliver Sacks,1995
805080503,The Castle of Llyr,Lloyd Alexander,1966
62012010,Dreamless,Josephine Angelini,2012
670025593,The Book of Life,Deborah Harkness,2014
1416913184,Two-Way Street,Lauren Barnholdt,2007
1400031699,The Little Friend,Donna Tartt,2002
1423160916,The Sword of Summer,Rick Riordan,2015
1841959146,The Secret River,Kate Grenville,2005
375725342,The Art of Travel,Alain de Botton,2002
1447256239,The Invisible Library,Genevieve Cogman,2015
61000019,The Blessing Way,Tony Hillerman,1970
515142905,Daring to Dream,Nora Roberts,1996
9793062797,Laskar Pelangi,Andrea Hirata,2005
743294297,Best Friends Forever,Jennifer Weiner,2009
425265625,Tower Lord,Anthony  Ryan,2014
1608195228,Salvage the Bones,Jesmyn Ward,2010
1423175123,Don't Look Back,Jennifer L. Armentrout,2014
385524943,The Gargoyle,Andrew Davidson,2008
1598163221,Karin,Yuna Kagesaki,2003
034541800X,The Water-Method Man,John Irving,1972
425188930,The Damnation Game,Clive Barker,1985
765340054,Shadow Puppets,Orson Scott Card,2002
9504915248,Brida,"Paulo Coelho, Montserrat Mira",1990
60815701,Priestess of the White,Trudi Canavan,2005
60887338,Flawless,Sara Shepard,2007
3426615355,How to Be Good,Nick Hornby,2001
1416543694,State Of The Union,Brad Thor,2004
393312836,A Clockwork Orange,Anthony Burgess,1962
330489674,Last Orders,Graham Swift,1996
1479359084,Sins & Needles,Karina Halle,2013
1423110706,The Dragon Heir,Cinda Williams Chima,2008
743496744,Change of Heart,Jodi Picoult,2008
345522478,Hounded,Kevin Hearne,2011
786888016,The Pleasure of My Company,Steve Martin,2003
441015832,Magic Burns,Ilona Andrews,2008
743468422,Shards of Honor,Lois McMaster Bujold,1986
143036424,The Cold Dish,Craig Johnson,2004
031259044X,Shadowland,Alyson Noel,2009
380818809,Deep Fathom,James Rollins,2001
340818670,Hearts in Atlantis,Stephen King,1999
755309510,The Island,Victoria Hislop,2005
609809105,"I, Elizabeth",Rosalind Miles,1992
307962903,Astonish Me,Maggie Shipstead,2014
439050235,Duck On A Bike,David Shannon,2002
043985802X,"Darkness, Be My Friend",John Marsden,1996
441006108,Mattimeo,Brian Jacques,1990
1770460608,Hark! A Vagrant,Kate Beaton,2011
385737424,When You Reach Me,Rebecca Stead,2009
99282968,Bagombo Snuff Box,Kurt Vonnegut Jr.,1999
1416971734,Leviathan,Scott Westerfeld,2009
1416989439,Crescendo,Becca Fitzpatrick,2010
1416563725,The Red Queen,Philippa Gregory,2010
62200577,NOS4A2,Joe Hill,2013
812565959,Shadow of the Hegemon,Orson Scott Card,2000
1250010098,Keep Quiet,Lisa Scottoline,2014
385521227,Sisterhood Everlasting,Ann Brashares,2011
140178139,Leviathan,Paul Auster,1992
61020656,Pyramids,Terry Pratchett,1989
1444778536,World After,Susan Ee,2013
575073608,Time and Again,Jack Finney,1970
312323867,Something Blue,Emily Giffin,2005
61921262,Epic Fail,Claire LaZebnik,2011
61797022,The Gathering,Kelley Armstrong,2011
373773102,The Darkest Pleasure,Gena Showalter,2008
553213873,The Story of My Life,Helen Keller,1902
385343663,The Imperfectionists,Tom Rachman,2010
385341679,Shadowfever,Karen Marie Moning,2011
61257052,Very Valentine,Adriana Trigiani,2009
804138141,Why Not Me?,Mindy Kaling,2015
440498058,A Wrinkle in Time,Madeleine L'Engle,1962
125006662X,The Revenant,Michael Punke,2002
393321983,Strangers on a Train,Patricia Highsmith,1950
316154385,The Ice Queen,Alice Hoffman,2005
312932782,Faking It ,Jennifer Crusie,2002
375828257,The People of Sparks,Jeanne DuPrau,2004
014311638X,Food Rules,Michael Pollan,2008
399155481,Promises in Death,J.D. Robb,2009
312995059,Kane and Abel,Jeffrey Archer,1979
1416576754,Dark Desires After Dusk,Kresley Cole,2008
7230206,Wolf Hall,Hilary Mantel,2009
1301347949,Real,Katy Evans,2013
802122558,Euphoria,Lily King,2014
60567112,Indelible,Karin Slaughter,2004
1569319049,Yu Yu Hakusho,Yoshihiro Togashi,1990
385341652,Dreamfever,Karen Marie Moning,2009
451457765,Tigana,Guy Gavriel Kay,1990
000721975X,The Burning Land,Bernard Cornwell,2009
778325644,Storm Glass,Maria V. Snyder,2009
385738773,The Death Cure,James Dashner,2011
84386874,Rejoice,"Karen Kingsbury, Gary Smalley",2004
385613466,Before I Die,Jenny Downham,2007
373210132,The Iron Daughter,Julie Kagawa,2010
399158987,W is for Wasted,Sue Grafton,2013
307341569,Dark Places,Gillian Flynn,2009
425181111,Strangers,Dean Koontz,1986
451231619,Ghost Town,Rachel Caine,2010
399170898,Brotherhood in Death,J.D. Robb,2016
316040096,Ash,Malinda Lo,2009
61131644,Firestar's Quest,Erin Hunter,2007
316069353,The Fifth Witness,Michael Connelly,2011
786226749,The Cider House Rules,John Irving,1985
425266516,Gabriel's redemption,Sylvain Reynard,2013
1596435704,Prized,Caragh M. O'Brien,2011
399157387,Buried Prey,John Sandford,2011
99471426,The Witching Hour,Anne Rice,1990
842365834,And the Shofar Blew,Francine Rivers,2003
345527771,Wicked Business,Janet Evanovich,2012
1400095565,How We Are Hungry,Dave Eggers,2005
312347294,The World Without Us,Alan Weisman,2007
312966970,Four to Score ,Janet Evanovich,1998
743435745,Field of Dishonor,David Weber,1994
055380491X,Emotional Intelligence,Daniel Goleman,1995
014101587X,The Confessor,Daniel Silva,2003
1612184715,Off to Be the Wizard,Scott  Meyer,2013
1841959111,The Raw Shark Texts,Steven Hall,2007
1423140567,The Throne of Fire,Rick Riordan,2011
394839730,The Snowman,Raymond Briggs,1978
618101365,Interpreter of Maladies,Jhumpa Lahiri,1999
385515502,Deep Storm,Lincoln Child,2007
1416949674,The Grey King,Susan Cooper,1975
1849013764,Darker After Midnight,Lara Adrian,2012
312359322,The Last Child,John Hart,2009
1609089464,Edenbrooke,Julianne Donaldson,2012
451464095,Grave Dance,Kalayna Price,2011
312099436,Women of the Silk,Gail Tsukiyama,1991
842342710,The Scarlet Thread ,Francine Rivers,1995
450837319,A Bridge Too Far,Cornelius Ryan,1974
593057058,Gone Tomorrow,Lee Child,2009
1841499005,Blackout,Mira Grant,2012
60085495,Island,Aldous Huxley,1962
1857231589,Rendezvous with Rama,Arthur C. Clarke,1973
1623420024,Wallbanger,Alice Clayton,2012
031021923X,The Jesus I Never Knew,Philip Yancey,1995
743454154,Blood Memory,Greg Iles,2005
067168390X,Lonesome Dove,Larry McMurtry,1985
1416552510,Duma Key,Stephen King,2008
452284449,The Virgin Blue,Tracy Chevalier,1997
64440028,Danny and the Dinosaur,Syd Hoff,1958
316182745,Paint It Black,Janet Fitch,2006
849759388X,Paula,Isabel Allende,1994
345465083,Seabiscuit,Laura Hillenbrand,1999
141318309,The Twits,"Roald Dahl, Quentin Blake",1980
1416544208,Eating the Dinosaur,Chuck Klosterman,2009
142002062,Moonraker,Ian Fleming,1955
1905654871,Destined,"P.C. Cast, Kristin Cast",2011
1400076196,Saturday,Ian McEwan,2005
61161640,Making Money,Terry Pratchett,2007
349113912,Me Talk Pretty One Day,David Sedaris,2000
375703713,More Than Human,Theodore Sturgeon,1953
756402972,Stone of Farewell,Tad Williams,1990
1476729085,The Rosie Project,Graeme Simsion,2013
60733357,The Confusion,Neal Stephenson,2004
345476875,Interview with the Vampire,Anne Rice,1976
679732764,Invisible Man,Ralph Ellison,1952
307749606,A Wanted Man,"Lee Child, Dick Hill",2012
393307611,H.M.S. Surprise ,Patrick O'Brian,1973
446678457,Cane River,Lalita Tademy,2001
312342020,A Wolf at the Table,Augusten Burroughs,2008
074974801X,The Magic Faraway Tree,Enid Blyton,1943
